objectid,title,creator,date,color,description,subject,extent,size,medium,frame status,mat status,source,identifier,format,rights,rightsstatement,available,display_template,object_location,filename,image_small,image_thumb,image_alt_text,dominant color,Copies,Location,Donor if know,type,display_template
artloanprogram_00260,The Theory of Books is Noble,"Ralph Waldo Emerson, Richard Ellis, John Anderson, The Pickering Press",,color,poem excerpt by Ralph Waldo Emerson,poster ; poetry,16 3/8 in x 10 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 60",artloan_f12_0060,image/jpg,,,yes,image,/objects/artloan_f12_0060.jpg,artloan_f12_0060.jpg,/objects/small/artloan_f12_0060_sm.jpg,/objects/thumbs/artloan_f12_0060_th.jpg,,,,From cart in office,,,
artloanprogram_00262,Atlas van Stolk,,,black-and-white,photograph of a medieval drawing,photo ; Medieval,18 3/8 in x 22 in,,photo,Not Framed,Not Matted,"Art Loan, item 62",artloan_f12_0062,image/jpg,,,yes,image,/objects/artloan_f12_0062.jpg,artloan_f12_0062.jpg,/objects/small/artloan_f12_0062_sm.jpg,/objects/thumbs/artloan_f12_0062_th.jpg,,,,From cart in office,,,
artloanprogram_00263,The Sforza Court: Milan in the Renaissance 1450-1535,,1989,color,poster for a Renaissance Art exhibition,poster ; Renaissance ; history,25 1/2 in x 29 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 63",artloan_f12_0063,image/jpg,,,yes,image,/objects/artloan_f12_0063.jpg,artloan_f12_0063.jpg,/objects/small/artloan_f12_0063_sm.jpg,/objects/thumbs/artloan_f12_0063_th.jpg,,,,From cart in office,,,
artloanprogram_00264,Je n'ai jamais change. Joan Miro,Museum Editions West,1989,color,poster for a Joan Miro exhibition,poster ; art,35 7/8 in x 23 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 64",artloan_f12_0064,image/jpg,,,yes,image,/objects/artloan_f12_0064.jpg,artloan_f12_0064.jpg,/objects/small/artloan_f12_0064_sm.jpg,/objects/thumbs/artloan_f12_0064_th.jpg,,,,From cart in office,,,
artloanprogram_00265,Joan Miro,Museum Editions Publishing,1988,color,poster for a Joan Miro exhibition,poster ; art,36 7/8 in x 25 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 65",artloan_f12_0065,image/jpg,,,yes,image,/objects/artloan_f12_0065.jpg,artloan_f12_0065.jpg,/objects/small/artloan_f12_0065_sm.jpg,/objects/thumbs/artloan_f12_0065_th.jpg,,,,From cart in office,,,
artloanprogram_00266,Benjamin Franklin,US Government Printing Office,,color,poster tribute to Ben Franklin,poster ; history ; Philadelphia,42 in x 27 7/8 in,,poster,Not Framed,Not Matted,"Art Loan, item 66",artloan_f12_0066,image/jpg,,,yes,image,/objects/artloan_f12_0066.jpg,artloan_f12_0066.jpg,/objects/small/artloan_f12_0066_sm.jpg,/objects/thumbs/artloan_f12_0066_th.jpg,,,,From cart in office,,,
artloanprogram_00267,Thomas Eakins Artist of Philadelphia,"Carl Zahn, Acme Printing Co., Museum of Fine Arts, Boston",1982,color,poster for a Thomas Eakins exhibition,poster ; art ; Boston ; Philadelphia,35 1/8 in x 23 3/8 in,,poster w/ backing,Not Framed,Not Matted,"Art Loan, item 67",artloan_f12_0067,image/jpg,,,yes,image,/objects/artloan_f12_0067.jpg,artloan_f12_0067.jpg,/objects/small/artloan_f12_0067_sm.jpg,/objects/thumbs/artloan_f12_0067_th.jpg,,,,From cart in office,,,
artloanprogram_00268,Woman with Tulips,John Haymson,,yes,portrait of woman with tulip background,figures ; women ; flowers ; modernist,29 6/8 x 21 2/8 in,large,lithograph,Not Framed,Not Matted,"Art Loan, box 6, item 1",artloan_b6_0001,image/jpg,,,yes,image,/objects/artloan_b6_0001.jpg,artloan_b6_0001.jpg,/objects/small/artloan_b6_0001_sm.jpg,/objects/thumbs/artloan_b6_0001_th.jpg,,grenn,,CC3_FF_Box6,,,
artloanprogram_00269,Three Horses,Lillie ?,,no,three horses in front of ocean,animals ; water ; realist,20 2/8 x 22 1/2 in,medium,drawing,Not Framed,Not Matted,"Art Loan, box 6, item 2",artloan_b6_0002,image/jpg,,,yes,image,/objects/artloan_b6_0002.jpg,artloan_b6_0002.jpg,/objects/small/artloan_b6_0002_sm.jpg,/objects/thumbs/artloan_b6_0002_th.jpg,,gray,,CC3_FF_Box6,,,
artloanprogram_00270,Castle Garden 1850,Jaques & Brother,1850,yes,waterfront park with building and people,seascape ; water ; figures,19 1/8 x 24 in,medium,photomechanical,Not Framed,Not Matted,"Art Loan, box 6, item 3",artloan_b6_0003,image/jpg,,,yes,image,/objects/artloan_b6_0003.jpg,artloan_b6_0003.jpg,/objects/small/artloan_b6_0003_sm.jpg,/objects/thumbs/artloan_b6_0003_th.jpg,,blue ; green,,CC3_FF_Box6,,,
artloanprogram_00271,Portrait of Geranimo,,,no,replica of Edward S. Curtis's famous photograph of Geranimo of the Ndendahe Apache people,portrait ; figures ; realist,23 6/8 x 17 7/8 in,medium,drawing,Not Framed,Not Matted,"Art Loan, box 6, item 4",artloan_b6_0004,image/jpg,,,yes,image,/objects/artloan_b6_0004.jpg,artloan_b6_0004.jpg,/objects/small/artloan_b6_0004_sm.jpg,/objects/thumbs/artloan_b6_0004_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00273,Eve's Tree,Joan Purcell (?),,yes,tree in dark forest,trees ; nature,31 x 14 in,large,etching,Not Framed,Not Matted,"Art Loan, box 6, item 6",artloan_b6_0006,image/jpg,,,yes,image,/objects/artloan_b6_0006.jpg,artloan_b6_0006.jpg,/objects/small/artloan_b6_0006_sm.jpg,/objects/thumbs/artloan_b6_0006_th.jpg,,red,,CC3_FF_Box6,,,
artloanprogram_00274,Dedie a Monsieur Papillon De La Ferte,Rene Gaillard and Francois Boucher,,yes,two people outside with a dog,figures ; nature ; leisure,21 7/8 x 17 1/2 in,medium,print,Not Framed,Not Matted,"Art Loan, box 6, item 7",artloan_b6_0007,image/jpg,,,yes,image,/objects/artloan_b6_0007.jpg,artloan_b6_0007.jpg,/objects/small/artloan_b6_0007_sm.jpg,/objects/thumbs/artloan_b6_0007_th.jpg,,green,,CC3_FF_Box6,,,
artloanprogram_00276,1905,,1984,yes,Russian revolution poster,figures,34 3/8 x 21 7/8 in,large,poster,Not Framed,Not Matted,"Art Loan, box 6, item 9",artloan_b6_0009,image/jpg,,,yes,image,/objects/artloan_b6_0009.jpg,artloan_b6_0009.jpg,/objects/small/artloan_b6_0009_sm.jpg,/objects/thumbs/artloan_b6_0009_th.jpg,,red,,CC3_FF_Box6,,,
artloanprogram_00278,Knight and Squire,I. Amen,1977,yes,abstract knight on horse and squire on donkey,animals ; figures ; expressionist,26 x 20 in,medium,print,Not Framed,Not Matted,"Art Loan, box 6, item 11",artloan_b6_0011,image/jpg,,,yes,image,/objects/artloan_b6_0011.jpg,artloan_b6_0011.jpg,/objects/small/artloan_b6_0011_sm.jpg,/objects/thumbs/artloan_b6_0011_th.jpg,,multicolor,,CC3_FF_Box6,,,
artloanprogram_00279,Two Women,Aubrey Beardsley,,black-and-white,two women with ornate and detailed clothing,women,30 x 22 in,,print,Not Framed,Not Matted,"Art Loan, box 6, item 12",artloan_b6_0012,image/jpg,,,yes,image,/objects/artloan_b6_0012.jpg,artloan_b6_0012.jpg,/objects/small/artloan_b6_0012_sm.jpg,/objects/thumbs/artloan_b6_0012_th.jpg,,,,,,,
artloanprogram_00280,Nude Woman on Chair,Hilda Castellon,,no,nude woman with hat on chair in front of window,women ; figures; modernist,22 7/8 x 16 7/8 in,medium,lithograph,Not Framed,Matted,"Art Loan, box 6, item 13",artloan_b6_0013,image/jpg,,,yes,image,/objects/artloan_b6_0013.jpg,artloan_b6_0013.jpg,/objects/small/artloan_b6_0013_sm.jpg,/objects/thumbs/artloan_b6_0013_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00282,Calling on Neighbors,Gordon Phillips,,yes,two men on horses and one couple in a carriage,figures ; animals ; landscape ; realist,23 7/8 x 30 in,large,photomechanical,Not Framed,Matted,"Art Loan, box 6, item 15",artloan_b6_0015,image/jpg,,,yes,image,/objects/artloan_b6_0015.jpg,artloan_b6_0015.jpg,/objects/small/artloan_b6_0015_sm.jpg,/objects/thumbs/artloan_b6_0015_th.jpg,,green ; brown,,CC3_FF_Box6,,,
artloanprogram_00284,Portrait of Old Woman,Farber,,no,Portrait of the face of an old woman,women ; figures,22 7/8 x 20 3/8 in,medium,photomechanical (?),Not Framed,Matted,"Art Loan, box 6, item 17",artloan_b6_0017,image/jpg,,,yes,image,/objects/artloan_b6_0017.jpg,artloan_b6_0017.jpg,/objects/small/artloan_b6_0017_sm.jpg,/objects/thumbs/artloan_b6_0017_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00285,Woman Holding Child,[illegible],,no,Woman crying out while holding child,women ; figures,23 1/8 x 17 7/8 in,medium,lithograph,Not Framed,Matted,"Art Loan, box 6, item 18",artloan_b6_0018,image/jpg,,,yes,image,/objects/artloan_b6_0018.jpg,artloan_b6_0018.jpg,/objects/small/artloan_b6_0018_sm.jpg,/objects/thumbs/artloan_b6_0018_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00286,Young Man Playing Flute,EP Keys (?),,no,Young man sitting on rock playing a flute,figures,25 1/2 x 19 6/8 in,medium,charcoal,Not Framed,Not Matted,"Art Loan, box 6, item 19",artloan_b6_0019,image/jpg,,,yes,image,/objects/artloan_b6_0019.jpg,artloan_b6_0019.jpg,/objects/small/artloan_b6_0019_sm.jpg,/objects/thumbs/artloan_b6_0019_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00287,Portrait of a Young Woman,M. Y. Burrill,1966,no,portrait of a young woman in a dress,women; figures,23 x 18 in,medium,charcoal,Not Framed,Not Matted,"Art Loan, box 6, item 20",artloan_b6_0020,image/jpg,,,yes,image,/objects/artloan_b6_0020.jpg,artloan_b6_0020.jpg,/objects/small/artloan_b6_0020_sm.jpg,/objects/thumbs/artloan_b6_0020_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00289,Bird's-Eye View of Chicago as it was Before the Great Fire,Theodore R. Davis,,yes,Bird's eye view of Chicago with ships in Harbor,cityscape ; boats ; water,20 1/8 in x 26 3/8 in,medium,print,Not Framed,Matted,"Art Loan, box 6, item 22",artloan_b6_0022,image/jpg,,,yes,image,/objects/artloan_b6_0022.jpg,artloan_b6_0022.jpg,/objects/small/artloan_b6_0022_sm.jpg,/objects/thumbs/artloan_b6_0022_th.jpg,,blue,,CC3_FF_Box6,,,
artloanprogram_00290,Waterfront Trees,Ray Weiss,,no,Trees near edge of water with boat in background,trees ; nature ; boats ; water,19 2/8 x 19 6/8 in,medium,etching,Not Framed,Matted,"Art Loan, box 6, item 23",artloan_b6_0023,image/jpg,,,yes,image,/objects/artloan_b6_0023.jpg,artloan_b6_0023.jpg,/objects/small/artloan_b6_0023_sm.jpg,/objects/thumbs/artloan_b6_0023_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00291,Portrait of Nude Woman,,,no,Nude woman sitting,women ; figures,24 x 18 in,medium,charcoal,Not Framed,Not Matted,"Art Loan, box 6, item 24",artloan_b6_0024,image/jpg,,,yes,image,/objects/artloan_b6_0024.jpg,artloan_b6_0024.jpg,/objects/small/artloan_b6_0024_sm.jpg,/objects/thumbs/artloan_b6_0024_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00292,Portrait of Nude Woman Facing Away,Leah Faiger,1968,no,Portrait of nude woman from the back,women ; figures,23 7/8 x 17 7/8 in,medium,charcoal,Not Framed,Not Matted,"Art Loan, box 6, item 25",artloan_b6_0025,image/jpg,,,yes,image,/objects/artloan_b6_0025.jpg,artloan_b6_0025.jpg,/objects/small/artloan_b6_0025_sm.jpg,/objects/thumbs/artloan_b6_0025_th.jpg,,brown,,CC3_FF_Box6,,,
artloanprogram_00293,Birds Flying,Roland Clark,,no,Flock of birds flying over marshlands,animals ; birds ; landscape,17 7/8 x 21,medium,etching,Not Framed,Not Matted,"Art Loan, box 6, item 26",artloan_b6_0026,image/jpg,,,yes,image,/objects/artloan_b6_0026.jpg,artloan_b6_0026.jpg,/objects/small/artloan_b6_0026_sm.jpg,/objects/thumbs/artloan_b6_0026_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00294,Girl in room 119,,1974,no,print of woman through a window,women ; figures,20 x 18 in,medium,etching,Not Framed,Matted,"Art Loan, box 6, item 27",artloan_b6_0027,image/jpg,,,yes,image,/objects/artloan_b6_0027.jpg,artloan_b6_0027.jpg,/objects/small/artloan_b6_0027_sm.jpg,/objects/thumbs/artloan_b6_0027_th.jpg,,brown,,CC3_FF_Box6,,,
artloanprogram_00295,Veduta del Ponte Ferrato dagl' Antiquari detto Cestio,,,no,boats going under large stone bridge,water ; cityscape ; boats ; figures,16 7/8 x 22 7/8 in,medium,etching,Not Framed,Matted,"Art Loan, box 6, item 28",artloan_b6_0028,image/jpg,,,yes,image,/objects/artloan_b6_0028.jpg,artloan_b6_0028.jpg,/objects/small/artloan_b6_0028_sm.jpg,/objects/thumbs/artloan_b6_0028_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00296,Tres Yalaltecas (Three Yalaltecan Women),Francisco Dosamantes,1946,no,3 Oaxaca women with backs turned and long braids,women ; figures,23 3/8 x 17 3/8 in,medium,lithograph,Not Framed,Matted,"Art Loan, box 6, item 29",artloan_b6_0029,image/jpg,,,yes,image,/objects/artloan_b6_0029.jpg,artloan_b6_0029.jpg,/objects/small/artloan_b6_0029_sm.jpg,/objects/thumbs/artloan_b6_0029_th.jpg,,black,,CC3_FF_Box6,,,
artloanprogram_00298,Vaso antico di marmo,Piranesi F.,,yes,Image of Italian ornamental urn with base,realist,26 7/8 x 22 6/8,medium,print,Not Framed,Matted,"Art Loan, box 6, item 31",artloan_b6_0031,image/jpg,,,yes,image,/objects/artloan_b6_0031.jpg,artloan_b6_0031.jpg,/objects/small/artloan_b6_0031_sm.jpg,/objects/thumbs/artloan_b6_0031_th.jpg,,multicolor,,CC3_FF_Drawer8,,,
